order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_value,delivery_days,anomaly_score,is_anomaly
0191ee5deb2474bc1f4189fa709289b2,2,01a88bd2633c52bcc66348307cb3ae15,2b1a40c1daabc6ca280c4b815c101841,2018-06-22 12:31:17,359.98,85.59,891.14,10.0,-1,True
019e03014ec20cc2e3b180cdcf90b4e8,1,8c4456c061013adccb1ba4cbce2d0365,8cc6a0e5738e61a87b03c78b2ba9db4b,2017-04-11 11:22:51,738.9,25.62,764.52,44.0,-1,True
01a0013ddc7cd129e350e8671b56a263,1,152397b614be35e54106663bd5671f7d,a4b6b9b992b46e9ef863637af96e04bc,2017-03-29 20:02:41,579.0,24.5,1810.5,19.0,-1,True
01a0013ddc7cd129e350e8671b56a263,2,152397b614be35e54106663bd5671f7d,a4b6b9b992b46e9ef863637af96e04bc,2017-03-29 20:02:41,579.0,24.5,1810.5,19.0,-1,True
01a0013ddc7cd129e350e8671b56a263,3,152397b614be35e54106663bd5671f7d,a4b6b9b992b46e9ef863637af96e04bc,2017-03-29 20:02:41,579.0,24.5,1810.5,19.0,-1,True
02014f2495eef0e869616829d481d743,1,43cc8e4d981bc04b9d78b12e8a908d41,6061155addc1e54b4cfb51c1c2a32ad8,2018-08-24 11:05:25,1240.0,102.63,1342.63,5.0,-1,True
02058d1c3b825765a4ec45968b8a1c97,1,d05d4a7430d1293367ba2ffbedcdef05,54065e9aef7e9e9c2dc23b7594db021a,2017-06-02 02:50:28,1799.0,27.34,1826.34,13.0,-1,True
0229b2e398fde4545d32b5bb232973ad,1,8b52d90d2e8716dad633486c6cc94ecf,d71d863e5ef30d94e440c11be17dcd8f,2018-04-05 15:27:53,989.0,28.63,1017.63,44.0,-1,True
0231f6b89e5798ff6c0dfb1e18a94da9,1,aed75ad669fbebd5a385ac7cc2ae7573,17f51e7198701186712e53a39c564617,2018-08-20 12:50:19,550.0,98.77,648.77,13.0,-1,True
025d78a44b8f48c66fd09239910302b1,1,4c42f0c72caf632a20df25562451c1a8,3cfa1358a6caa965278721344c8d76f2,2018-04-24 13:52:00,827.99,14.15,842.14,5.0,-1,True
028558cddca332b40b4ac4cb77407edf,1,a233df9a388d27dbdfd31731d4236db0,784ba75dd9d20200c4caed3d7a77141a,2017-07-04 10:35:09,2649.99,134.17,2784.16,11.0,-1,True
029c545413b10a6bd7540401f6eef0a3,1,8d4e92265a16e69a1e1d76e67e46d72f,54219883e72aad869adfb2a54b7bfa0f,2018-07-17 09:30:15,1350.0,294.76,1644.76,9.0,-1,True
02fab07a655ce404330d65b508f32d9e,1,63c4a70e0a12b4bd9475fca9e9937e76,d66c305afaec317ebee552073a674429,2017-05-25 14:55:17,122.99,164.98,287.97,20.0,-1,True
0308fbee05263aa1eb0b932e2dc7b4fd,1,6d85d9d5f551adaa92a276918f462fbe,1f1bb1f0859883505541bdd6606193e5,2018-05-03 22:10:56,699.0,19.95,718.95,11.0,-1,True
032e68585bbc07ebb038769737b9410f,1,03c14a3d479e334e87ee5baf2563811d,eeb6de78f79159600292e314a77cbd18,2017-06-15 17:42:43,779.0,33.85,812.85,17.0,-1,True
033cec9a46b0dd28fc10c800f9f3d878,1,27535386be7362e36d9e78c2afb8c0e5,94144541854e298c2d976cb893b81343,2017-08-03 12:05:29,1199.9,26.94,1226.84,21.0,-1,True
03572de4ee0598b00c48f6de965fcf78,1,e303dfa61ada1f0823b4775f192606b3,058cb5aeb36d7c0fcae20fc85d5e0a59,2018-08-01 14:04:22,148.5,165.32,313.82,9.0,-1,True
036091098bdc85e780fc3594006276b7,1,13b4ff901d43edec666e3253b14b3a8f,1835b56ce799e6a4dc4eddc053f04066,2018-07-24 14:50:20,630.0,64.49,1388.98,8.0,-1,True
036091098bdc85e780fc3594006276b7,2,13b4ff901d43edec666e3253b14b3a8f,1835b56ce799e6a4dc4eddc053f04066,2018-07-24 14:50:20,630.0,64.49,1388.98,8.0,-1,True
0393dfaf21e966fdadf698bd0856ecc3,1,25292482a61cb3298df8dbe15ea69daf,edb1ef5e36e0c8cd84eb3c9b003e486d,2017-12-14 10:50:04,1149.65,22.8,1172.45,26.0,-1,True
03a312126d4985217afef2625df60af4,1,16c4e87b98a9370a9cbc3a4658a3f45b,d23019c84ffae2d5ef2270367b8605fc,2018-04-17 17:50:18,1890.0,73.14,1963.14,8.0,-1,True
03aba68b07658f28f29612641f08d4ba,1,e7cc48a9daff5436f63d3aad9426f28b,53243585a1d6dc2643021fd1853d8905,2018-08-15 08:50:17,170.0,30.44,1202.64,13.0,-1,True
03aba68b07658f28f29612641f08d4ba,2,e7cc48a9daff5436f63d3aad9426f28b,53243585a1d6dc2643021fd1853d8905,2018-08-15 08:50:17,170.0,30.44,1202.64,13.0,-1,True
03aba68b07658f28f29612641f08d4ba,3,e7cc48a9daff5436f63d3aad9426f28b,53243585a1d6dc2643021fd1853d8905,2018-08-15 08:50:17,170.0,30.44,1202.64,13.0,-1,True
03aba68b07658f28f29612641f08d4ba,4,e7cc48a9daff5436f63d3aad9426f28b,53243585a1d6dc2643021fd1853d8905,2018-08-15 08:50:17,170.0,30.44,1202.64,13.0,-1,True
03aba68b07658f28f29612641f08d4ba,5,e7cc48a9daff5436f63d3aad9426f28b,53243585a1d6dc2643021fd1853d8905,2018-08-15 08:50:17,170.0,30.44,1202.64,13.0,-1,True
03aba68b07658f28f29612641f08d4ba,6,e7cc48a9daff5436f63d3aad9426f28b,53243585a1d6dc2643021fd1853d8905,2018-08-15 08:50:17,170.0,30.44,1202.64,13.0,-1,True
03b31f549c27d03bed25fc42ddb46138,1,0433830caca22b01a0f477d31307b043,ba90964cff9b9e0e6f32b23b82465f7b,2018-06-14 10:30:51,1999.0,46.47,2045.47,2.0,-1,True
03b70c61372aebf257ccfacc6ca0aa58,1,ff92ca9bb0b3f4ec00a9b76c9f68cb3a,ba90964cff9b9e0e6f32b23b82465f7b,2018-05-17 16:13:47,858.9,17.92,876.82,2.0,-1,True
03c83b31dbc387f83f1b5579b53182fb,1,a04087ab6a96ffa041f8a2701a72b616,53243585a1d6dc2643021fd1853d8905,2018-01-15 07:26:47,599.0,73.41,672.41,11.0,-1,True
03caa2c082116e1d31e67e9ae3700499,1,5769ef0a239114ac3a854af00df129e4,b37c4c02bda3161a7546a4e6d222d5b2,2017-10-06 15:28:20,1680.0,28.01,13664.08,18.0,-1,True
03caa2c082116e1d31e67e9ae3700499,2,5769ef0a239114ac3a854af00df129e4,b37c4c02bda3161a7546a4e6d222d5b2,2017-10-06 15:28:20,1680.0,28.01,13664.08,18.0,-1,True
03caa2c082116e1d31e67e9ae3700499,3,5769ef0a239114ac3a854af00df129e4,b37c4c02bda3161a7546a4e6d222d5b2,2017-10-06 15:28:20,1680.0,28.01,13664.08,18.0,-1,True
03caa2c082116e1d31e67e9ae3700499,4,5769ef0a239114ac3a854af00df129e4,b37c4c02bda3161a7546a4e6d222d5b2,2017-10-06 15:28:20,1680.0,28.01,13664.08,18.0,-1,True
03caa2c082116e1d31e67e9ae3700499,5,5769ef0a239114ac3a854af00df129e4,b37c4c02bda3161a7546a4e6d222d5b2,2017-10-06 15:28:20,1680.0,28.01,13664.08,18.0,-1,True
03caa2c082116e1d31e67e9ae3700499,6,5769ef0a239114ac3a854af00df129e4,b37c4c02bda3161a7546a4e6d222d5b2,2017-10-06 15:28:20,1680.0,28.01,13664.08,18.0,-1,True
03caa2c082116e1d31e67e9ae3700499,7,5769ef0a239114ac3a854af00df129e4,b37c4c02bda3161a7546a4e6d222d5b2,2017-10-06 15:28:20,1680.0,28.01,13664.08,18.0,-1,True
03caa2c082116e1d31e67e9ae3700499,8,5769ef0a239114ac3a854af00df129e4,b37c4c02bda3161a7546a4e6d222d5b2,2017-10-06 15:28:20,1680.0,28.01,13664.08,18.0,-1,True
03ffce741877a000ca0fb3520673d4c4,1,660422061e06da17ca6101e9d6b7aae8,76d5af76d0271110f9af36c92573f765,2016-10-10 16:02:37,649.0,169.12,818.12,20.0,-1,True
040b98b117606d34ba51c4d274a15e2d,1,cba32576375902a87170bedaed045b71,5dceca129747e92ff8ef7a997dc4f8ca,2017-11-07 03:50:34,887.0,26.7,913.7,11.0,-1,True
04132c02a610a19773963143ba1b5bb4,1,0fa690a43af8987193508e22fd5b32ac,53336f97ddbe53e2a617d07b17447b95,2017-10-11 09:24:20,599.5,75.33,674.83,19.0,-1,True
0438652a8cef245640be57b30610a4fb,1,4a351fa3b10c2b78daee983c534c56fd,229c3efbfb0ea2058de4ccdfbc3d784a,2018-04-11 02:28:25,467.0,19.24,972.48,13.0,-1,True
0438652a8cef245640be57b30610a4fb,2,4a351fa3b10c2b78daee983c534c56fd,229c3efbfb0ea2058de4ccdfbc3d784a,2018-04-11 02:28:25,467.0,19.24,972.48,13.0,-1,True
048937ad68e3d2ec6e64f5105184589d,1,4f915391faab8ae23c234735d5080c31,4869f7a5dfa277a7dca6462dcf3b52b2,2018-05-10 15:50:45,735.0,55.65,790.65,16.0,-1,True
048e6e4623dbf118c43e0f5572016faa,1,a04087ab6a96ffa041f8a2701a72b616,53243585a1d6dc2643021fd1853d8905,2018-01-05 18:09:23,599.0,58.63,657.63,10.0,-1,True
04911e590c1c5c9b8e750d3ac1344d54,1,ab495f166205a883ffe5ab0b5b55f867,01cf7e3d21494c41fb86034f2e714fa1,2017-08-08 15:15:16,629.9,117.35,747.25,8.0,-1,True
04c1e5f3771cb0ccfdb672669807401b,1,a3e8ee20df0f969f2cb0c5ba01e1c40a,86ccac0b835037332a596a33b6949ee1,2017-09-21 20:24:03,898.9,38.74,937.64,19.0,-1,True
04c35d9b971c2df38635b6c4a1983c35,1,69fef0f440d7a4d03f5d883264132dc2,897060da8b9a21f655304d50fd935913,2017-08-01 13:15:20,695.72,29.71,725.43,10.0,-1,True
04ffe2f01e4967bb8dd86f8d1db29d89,1,4f47791b7d4e127b53fdfceea592e926,b2ba3715d723d245138f291a6fe42594,2017-07-03 03:45:07,749.9,21.98,771.88,5.0,-1,True
05259e30e40e08eddb05428cb38ff248,1,55042f58e0ee432416bab8ecdb8a84b4,4a3ccda38b2129705f3fb522db62ca31,2018-03-22 10:27:54,1235.99,22.74,1258.73,4.0,-1,True
054418a6880b7e815bf64730ef040574,1,57c9362442482cd2451f2eabf468e532,966cb4760537b1404caedd472cc610a5,2018-05-24 04:14:37,878.0,24.03,902.03,19.0,-1,True
0550cddd79cea841641e17c802d9c403,1,cce3ce6484896041ae3dafdd4308a39c,7ddcbb64b5bc1ef36ca8c151f6ec77df,2017-08-16 06:45:12,1004.99,15.85,1020.84,4.0,-1,True
05728fca024954ba1ce915ad5c94991f,1,b114bf337c0626166abe574eee9e3f32,7c67e1448b00f6e969d365cea6b010ab,2018-06-01 08:53:26,156.94,47.9,1024.2,31.0,-1,True
05728fca024954ba1ce915ad5c94991f,2,b114bf337c0626166abe574eee9e3f32,7c67e1448b00f6e969d365cea6b010ab,2018-06-01 08:53:26,156.94,47.9,1024.2,31.0,-1,True
05728fca024954ba1ce915ad5c94991f,3,b114bf337c0626166abe574eee9e3f32,7c67e1448b00f6e969d365cea6b010ab,2018-06-01 08:53:26,156.94,47.9,1024.2,31.0,-1,True
05728fca024954ba1ce915ad5c94991f,4,b114bf337c0626166abe574eee9e3f32,7c67e1448b00f6e969d365cea6b010ab,2018-06-01 08:53:26,156.94,47.9,1024.2,31.0,-1,True
05728fca024954ba1ce915ad5c94991f,5,b114bf337c0626166abe574eee9e3f32,7c67e1448b00f6e969d365cea6b010ab,2018-06-01 08:53:26,156.94,47.9,1024.2,31.0,-1,True
058e0a8627dc25b49eae4ce6ca658cb8,1,87f87c717c93f801e1a62367ce5ff63f,278b6e0b20c4f61fefaa0577943d7a35,2018-05-21 07:14:53,539.0,37.31,1152.62,,-1,True
058e0a8627dc25b49eae4ce6ca658cb8,2,87f87c717c93f801e1a62367ce5ff63f,278b6e0b20c4f61fefaa0577943d7a35,2018-05-21 07:14:53,539.0,37.31,1152.62,,-1,True
059162a0bf2726c87dd0359eef84c878,1,90c1b4e040d1d1c45897ec2dad4a809d,08cdbae123ff67ca4e36d9d641ce0119,2018-08-03 15:25:15,839.99,174.49,1014.48,15.0,-1,True
0596e04bc1e3bb1649cf6d1f8545e5eb,1,4a741a6cd8c7a4358ebfe566138fee78,f205b1a3ca9a34e0f8a228bae6e4c7b3,2018-08-15 17:10:09,247.0,88.32,335.32,8.0,-1,True
059fd94aa8716f14743caff2f433be05,1,cce3ce6484896041ae3dafdd4308a39c,7ddcbb64b5bc1ef36ca8c151f6ec77df,2018-03-01 14:50:45,1314.99,53.88,1368.87,15.0,-1,True
05ac54e2c004e051fa139f2efc01fadb,1,61937887eb6ee0b405a5759756426486,282c7480173bb9c01dd41cc739fec010,2017-08-14 04:25:18,819.9,12.99,832.89,3.0,-1,True
05c32785b5245ab31eb5bc6b0d41f698,1,ef854c7d98d5eba672287b0a9d37075b,455c5640e8c5bd1b2ee85c0158f85727,2018-05-24 22:30:53,1990.0,125.05,2115.05,23.0,-1,True
05c60320bb28437325f2d6d67467d93c,1,72d0a38fe43ba7087d71e245d1b76c9e,13074f016982ff2bd6c58ced8682f000,2017-12-04 16:18:36,229.0,106.31,335.31,28.0,-1,True
05d61bb749461f4805dbda51f767fa47,1,bc4cd4da98dd128c39bf0b8c2674032f,53243585a1d6dc2643021fd1853d8905,2017-09-04 19:15:17,1200.0,20.0,1220.0,16.0,-1,True
05d885b852158b0280c4abe2cd5108b4,1,a861d5c0df81a446e7e60ddb33ec0659,134285d1f41da5c13a756ee8142c8a4e,2018-06-14 13:51:26,498.9,21.42,1040.6399999999999,10.0,-1,True
05d885b852158b0280c4abe2cd5108b4,2,a861d5c0df81a446e7e60ddb33ec0659,134285d1f41da5c13a756ee8142c8a4e,2018-06-14 13:51:26,498.9,21.42,1040.6399999999999,10.0,-1,True
05e19ab996b114339f316bf41b359d52,1,2a61ae7c276ed675a0289aee54e2c9b0,d650b663c3b5f6fb392b6326366efa9a,2018-05-22 21:31:56,829.0,23.68,852.68,9.0,-1,True
060653209bfa61cf4b308a00e3861875,1,5640c59a8f6a08b3758272590693eec3,e8b4225284fbb02d16f200513f1f395d,2018-06-05 23:30:14,238.47,119.56,358.03,14.0,-1,True
061304e42542425c8ff0be14d03126e4,1,fd0065af7f09af4b82a0ca8f3eed1852,b1b3948701c5c72445495bd161b83a4c,2017-06-21 14:50:21,1999.99,29.63,2029.62,29.0,-1,True
062b1b23a7928be5abeb406e5889e08e,1,67a7c7243c0585ccc44471b5a5c115e9,712e6ed8aa4aa1fa65dab41fed5737e4,2018-04-03 02:07:35,322.0,186.38,508.38,47.0,-1,True
062bddc5be851fec2b59598cc33498cd,1,b1035b3d307f0aeb6157fdd3e09f8119,0873d9f8f36123f8d910f4760e788cfb,2018-05-11 20:35:27,1520.88,28.53,1549.41,8.0,-1,True
06375e8bcbe64fb1da3b499fa42a7991,1,218bdd5d01fa000018c777fcc2bbfebd,ad97a199236354e53fcd91a5a913e9a2,2018-03-06 09:31:19,1899.05,82.17,1981.22,17.0,-1,True
0648c919c26e4ed9eae8879a4c17796e,1,65841ad29fc48cd40902e03da7511e05,8b8cfc8305aa441e4239358c9f6f2485,2017-05-05 14:10:22,849.0,174.95,1023.95,12.0,-1,True
0651c427722f910d3a2238dca1975fcc,1,6ef77c360c5206f18e444f0d170a3a01,edb1ef5e36e0c8cd84eb3c9b003e486d,2017-12-12 22:31:11,1375.65,24.38,1400.03,9.0,-1,True
065f2124da64e6bddb1120142f2ad73a,1,1945afae0c93166dce1f186d00125695,5b8154610ebb21fb90eb587365e673df,2018-04-11 10:30:20,517.99,107.87,625.86,6.0,-1,True
066da535b01be4b26ca70864a62d92e1,1,25c38557cf793876c5abdd5931f922db,5dceca129747e92ff8ef7a997dc4f8ca,2018-04-16 03:49:31,1106.99,54.19,1161.18,44.0,-1,True
0689012a897b2ac50b37994d77898bc8,1,a0265e3673ba47db572b54978126f6ae,17adeba047385fb0c67d8e90b4296d21,2017-03-21 10:55:21,269.9,95.87,1097.31,,-1,True
0689012a897b2ac50b37994d77898bc8,2,a0265e3673ba47db572b54978126f6ae,17adeba047385fb0c67d8e90b4296d21,2017-03-21 10:55:21,269.9,95.87,1097.31,,-1,True
0689012a897b2ac50b37994d77898bc8,3,a0265e3673ba47db572b54978126f6ae,17adeba047385fb0c67d8e90b4296d21,2017-03-21 10:55:21,269.9,95.87,1097.31,,-1,True
06da8e499e3e6c47151b945f8c9eaab3,1,83ca77d87b187321faaee535adbce26c,7901646fdd36a55f564ffaf2dbccaaf7,2017-07-05 18:23:46,799.95,20.67,820.62,5.0,-1,True
0741ee0ba3cb46d86325be2879e18706,1,25da7af0ae86de644e6410fec1d599d1,712e6ed8aa4aa1fa65dab41fed5737e4,2018-03-01 08:48:42,659.0,53.14,712.14,15.0,-1,True
0758015124a0c9af755d31a7bf0efedc,3,8a443635fdf9759915c9be5be2e3b862,da8622b14eb17ae2831f4ac5b9dab84a,2017-09-21 15:06:15,99.9,112.44,373.97,12.0,-1,True
07629443859f99dfac4443b102f31ead,1,0103208eb1ea5a1a7359c0251a65e37a,9c4d31c7e46ab03a43fc06e3142afd4e,2018-08-24 19:29:52,759.9,32.27,792.17,6.0,-1,True
076d1555fb53a89b0ef4d529e527a0f6,1,a3cd9517ebf5a50dca25acce54f3b171,6fa9202c10491e472dffd59a3e82b2a3,2018-08-07 04:35:22,2338.08,375.28,2713.36,8.0,-1,True
076e07cd8d9c8b47dfc2fbb22c58e895,1,58e3dad74a022a8e41571be503143e5b,f805b96fa705ba7995a221f1749dc141,2017-10-24 09:49:14,799.0,57.95,856.95,16.0,-1,True
0782e07a7692b86e29c3fcec805b3bfc,1,b92211a0503b5226b3cd3dd1c7fb3687,ceaec5548eefc6e23e6607c5435102e7,2018-07-12 10:31:38,359.0,29.45,1012.9,2.0,-1,True
0782e07a7692b86e29c3fcec805b3bfc,2,e5c50ee10712a01bfed9854a00502f8e,ceaec5548eefc6e23e6607c5435102e7,2018-07-12 10:31:38,595.0,29.45,1012.9,2.0,-1,True
078f6a01964ee122ef20881df839af31,1,ada6a9116c85d8e56232e0a4265d7db9,c004e5ea15737026cecaee0447e00b75,2018-08-10 11:15:27,2350.0,69.2,2419.2,,-1,True
079f102825b0dc326dd6cb10f33eeb21,1,b35d60271c8d79aaf431cc378fbf92c3,fa1c13f2614d7b5c4749cbc52fecda94,2018-03-01 09:55:27,759.9,20.08,779.98,7.0,-1,True
07be9bc8241fb542df3e10f395d5b412,1,257f376a5d729dd35b042d4ce6088b1e,ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,2018-02-02 12:52:14,899.0,67.48,966.48,16.0,-1,True
07c03f32b0199526169eecbbe8c029d8,1,cdc7d7f4e3185c90a960708d56cc9599,d91fb3b7d041e83b64a00a3edfb37e4f,2017-07-26 16:45:13,782.25,20.23,802.48,12.0,-1,True
07e2767fa261c1d690924d6d3baa379f,1,43944a8f8f0b7ae86b6c3d3c2f257375,0adac9fbd9a2b63cccaac4f8756c1ca8,2018-03-01 16:08:18,699.0,33.68,732.68,10.0,-1,True
07e85d403be2aca377eebdf6581323fc,1,c6fdec160d0f8f488d9041316c85051d,ae7ab174effdead6c241e547e4ca13f0,2018-08-16 19:25:12,415.9,104.12,520.02,9.0,-1,True
0812eb902a67711a1cb742b3cdaa65ae,1,489ae2aa008f021502940f251d4cce7f,e3b4998c7a498169dc7bce44e6bb6277,2017-02-16 20:37:36,6735.0,194.31,6929.31,18.0,-1,True
0818699476819463109688475b808343,1,44fc450365728c413fefc547592626be,b839e41795b7f3ad94cc2014a52f6796,2018-06-11 09:51:38,849.0,20.03,2607.09,8.0,-1,True
0818699476819463109688475b808343,2,44fc450365728c413fefc547592626be,b839e41795b7f3ad94cc2014a52f6796,2018-06-11 09:51:38,849.0,20.03,2607.09,8.0,-1,True
0818699476819463109688475b808343,3,44fc450365728c413fefc547592626be,b839e41795b7f3ad94cc2014a52f6796,2018-06-11 09:51:38,849.0,20.03,2607.09,8.0,-1,True
0822bcde10bb5d023755a71bc8f7797f,1,363a9f5b97bf194da23858be722a7aa5,9596c870880d900012f2e8e6e30d06d7,2018-05-10 23:52:39,990.0,321.46,1311.46,7.0,-1,True
084ac56b13107e32ab92934f70638bc9,1,c9d067f785507045799795719e6e6131,52f976b17ea7f2f087f56dcc419328f6,2017-11-30 13:54:29,1141.0,130.98,1271.98,16.0,-1,True
084f5caa157d28601e72b588e656e3ec,1,bc2d6310e5cbd60facb2f9c8d9471597,dc317f341ab0e22f39acbd9dbf9b4a1f,2017-07-06 16:55:16,629.0,67.08,696.08,10.0,-1,True
086f8f18f98299e22931d762c63db2b8,1,23e44bcf966914b366c7e28f13327dfe,eeb6de78f79159600292e314a77cbd18,2017-11-23 21:15:51,2029.0,121.22,2150.22,8.0,-1,True
087692f9f84c65ed1560e4a3b97d5c21,1,6bc9ae87edf6ad4063076624b8ad0268,7e93a43ef30c4f03f38b393420bc753a,2017-06-01 02:22:13,1672.0,25.45,1697.45,8.0,-1,True
08b57d9de8bb87cfd045a7bc735ba831,1,d2e131d6f19ae0d665fc1a6c420b4f4c,7e93a43ef30c4f03f38b393420bc753a,2017-05-29 20:05:09,779.0,14.27,793.27,2.0,-1,True
08b986f813ffdc9e5872992aaabf796f,1,ba55945d930e34e802e5dd2e5cffdcc8,7b0df942f46435babab05d49b744b2c4,2017-05-11 17:30:17,1899.12,45.74,1944.86,11.0,-1,True
08bb3532c9b969bb6a46f98fc5507510,1,9d324850c39429150aa7f4524983e167,fe26f3ecb51a15e6d8335cd92da42562,2018-02-22 22:07:23,699.99,73.26,773.25,7.0,-1,True
08cbb1d4cd574b126569b208fd4b26ea,1,588531f8ec37e7d5ff5b7b22ea0488f8,53243585a1d6dc2643021fd1853d8905,2017-10-19 19:35:15,1437.0,34.51,1471.51,11.0,-1,True
08cc8c614786867bb0a845cd117d349b,1,d6160fb7873f184099d9bc95e30376af,53243585a1d6dc2643021fd1853d8905,2017-09-08 13:50:15,1300.0,28.59,1328.59,,-1,True
08d7ec7381dc51d41a0e4d86314b7a98,1,7fd93eccaf2d461cb6bc4bbd1aa91f1a,4d600e08ecbe08258c79e536c5a42fee,2017-01-14 17:18:09,699.17,20.59,719.76,15.0,-1,True
0905da36ee109b78ec1a3c9e089148a0,1,0433830caca22b01a0f477d31307b043,ba90964cff9b9e0e6f32b23b82465f7b,2018-05-01 23:35:13,1999.0,115.63,2114.63,16.0,-1,True
090967205f5215e5d3053cefdbce5aac,1,6b54c329383ae411a34c9791f7a51145,2b1a40c1daabc6ca280c4b815c101841,2017-04-03 09:02:49,359.0,87.81,893.62,14.0,-1,True
090967205f5215e5d3053cefdbce5aac,2,6b54c329383ae411a34c9791f7a51145,2b1a40c1daabc6ca280c4b815c101841,2017-04-03 09:02:49,359.0,87.81,893.62,14.0,-1,True
0918b01313c67da779fa4b5356537024,1,61a4100ccd6d9c4c808a1fd954ddb8ad,05ff92fedb5be47920fea08e501238b9,2018-04-17 11:10:25,586.56,86.69,673.25,12.0,-1,True
0945dadba69dad599e42c31e78450de4,1,588531f8ec37e7d5ff5b7b22ea0488f8,53243585a1d6dc2643021fd1853d8905,2017-09-06 02:35:33,1200.0,60.76,1260.76,27.0,-1,True
095f058cc1daeb1e7ba1c133473090a3,1,13db47eae724e2848e12b71a617a3a41,7d13fca15225358621be4086e1eb0964,2018-04-19 18:10:47,499.99,6.72,1506.05,20.0,-1,True
095f058cc1daeb1e7ba1c133473090a3,2,bebd360fe73dc670fd6439e9b943ceb7,966cb4760537b1404caedd472cc610a5,2018-04-19 18:10:47,959.0,40.34,1506.05,20.0,-1,True
098f664519835e5af0a1f20f4d778fdf,1,cba32576375902a87170bedaed045b71,5dceca129747e92ff8ef7a997dc4f8ca,2017-12-22 13:29:39,887.0,26.7,913.7,19.0,-1,True
099d60cb800db65a72d355528bb7f41e,1,4621f88827b983332c2a833d49c2ae35,a3f0b55de503387383c7b1de3ad7f678,2018-05-17 23:11:49,219.9,104.73,324.63,6.0,-1,True
09f8cd8a102b3f3fa2d5db0c6aee489a,1,e004a3b7f9524967fdb68bb70f850eb0,53243585a1d6dc2643021fd1853d8905,2017-09-21 16:50:20,730.0,80.13,810.13,13.0,-1,True
0a131976e98291762104959158e2bdc6,1,c7c57beb314dfd634634c758da3eba64,6bef34c5be6f2bbd70aa5165f6df94b1,2018-07-19 16:25:17,599.0,66.44,665.44,22.0,-1,True
0a187dd7f4efe70e8c3b6e3779b3b133,1,d6160fb7873f184099d9bc95e30376af,53243585a1d6dc2643021fd1853d8905,2017-09-08 20:03:31,1300.0,33.55,1333.55,11.0,-1,True
0a53c1150d1019fb4e5e6224e887011f,1,af8533a77adce26dca87480c4c5c9af4,f5a590cf36251cf1162ea35bef76fe84,2018-04-25 21:50:50,699.0,13.25,712.25,15.0,-1,True
